table_name,column_name,domain,business_meaning,data_type,confidence_boost,domain_priority,validation_rules,examples,unique_key,processed_at
ACCOUNT_CREDIT_BUREAU_INFORMATION,ANB_ACCOUNT_ID,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CREDIT_BUREAU_INFORMATION.ANB_ACCOUNT_ID,2025-06-15T22:54:01.575251
ACCOUNT_CREDIT_BUREAU_INFORMATION,ACCOUNT_NUMBER,account,Account field ACCOUNT_NUMBER in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,bigint,10,5,,"12345,67890,54321",ACCOUNT_CREDIT_BUREAU_INFORMATION.ACCOUNT_NUMBER,2025-06-15T22:54:01.578687
ACCOUNT_CREDIT_BUREAU_INFORMATION,ACCOUNT_TYPE,account,Account field ACCOUNT_TYPE in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,bigint,10,5,,"12345,67890,54321",ACCOUNT_CREDIT_BUREAU_INFORMATION.ACCOUNT_TYPE,2025-06-15T22:54:01.579528
ACCOUNT_CREDIT_BUREAU_INFORMATION,CUSTOMER_NUMBER,account,Account field CUSTOMER_NUMBER in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,bigint,10,5,,"12345,67890,54321",ACCOUNT_CREDIT_BUREAU_INFORMATION.CUSTOMER_NUMBER,2025-06-15T22:54:01.580545
ACCOUNT_CREDIT_BUREAU_INFORMATION,ECOA_CODE,account,Account field ECOA_CODE in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,varchar,10,5,,"sample_ecoa_code_1,sample_ecoa_code_2,sample_ecoa_code_3",ACCOUNT_CREDIT_BUREAU_INFORMATION.ECOA_CODE,2025-06-15T22:54:01.580545
ACCOUNT_CREDIT_BUREAU_INFORMATION,CREDITOR_CLASSIFICATION,account,Account field CREDITOR_CLASSIFICATION in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,varchar,10,5,,"sample_creditor_classification_1,sample_creditor_classification_2,sample_creditor_classification_3",ACCOUNT_CREDIT_BUREAU_INFORMATION.CREDITOR_CLASSIFICATION,2025-06-15T22:54:01.584304
ACCOUNT_CREDIT_BUREAU_INFORMATION,IDENTIFICATION_NUMBER,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CREDIT_BUREAU_INFORMATION.IDENTIFICATION_NUMBER,2025-06-15T22:54:01.584304
ACCOUNT_CREDIT_BUREAU_INFORMATION,NEW_IDENTIFICATION_NUMBER,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CREDIT_BUREAU_INFORMATION.NEW_IDENTIFICATION_NUMBER,2025-06-15T22:54:01.586916
ACCOUNT_CREDIT_BUREAU_INFORMATION,OLD_ACCOUNT_NUMBER,account,Account field OLD_ACCOUNT_NUMBER in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,bigint,10,5,,"12345,67890,54321",ACCOUNT_CREDIT_BUREAU_INFORMATION.OLD_ACCOUNT_NUMBER,2025-06-15T22:54:01.586916
ACCOUNT_CREDIT_BUREAU_INFORMATION,ORIGINAL_CHARGE_OFF,account,Account field ORIGINAL_CHARGE_OFF in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,varchar,10,5,,"sample_original_charge_off_1,sample_original_charge_off_2,sample_original_charge_off_3",ACCOUNT_CREDIT_BUREAU_INFORMATION.ORIGINAL_CHARGE_OFF,2025-06-15T22:54:01.586916
ACCOUNT_CREDIT_BUREAU_INFORMATION,ORIGINAL_CREDITOR_NAME,account,Account name field for identification and display purposes,varchar,15,5,,"John Smith,Jane Doe,Robert Johnson",ACCOUNT_CREDIT_BUREAU_INFORMATION.ORIGINAL_CREDITOR_NAME,2025-06-15T22:54:01.591648
ACCOUNT_CREDIT_BUREAU_INFORMATION,EMPLOYER_NAME,account,Account name field for identification and display purposes,varchar,15,5,,"John Smith,Jane Doe,Robert Johnson",ACCOUNT_CREDIT_BUREAU_INFORMATION.EMPLOYER_NAME,2025-06-15T22:54:01.592709
ACCOUNT_CREDIT_BUREAU_INFORMATION,OCCUPATION,account,Account field OCCUPATION in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,varchar,10,5,,"sample_occupation_1,sample_occupation_2,sample_occupation_3",ACCOUNT_CREDIT_BUREAU_INFORMATION.OCCUPATION,2025-06-15T22:54:01.594597
ACCOUNT_CREDIT_BUREAU_INFORMATION,AMOUNT_PAST_DUE,account,Account financial field for monetary calculations and reporting,decimal,25,5,"numeric,non_negative","1250.50,5000.00,750.25",ACCOUNT_CREDIT_BUREAU_INFORMATION.AMOUNT_PAST_DUE,2025-06-15T22:54:01.596765
ACCOUNT_CREDIT_BUREAU_INFORMATION,DATE_OF_DELINQUENCY,account,Account date field for temporal tracking and reporting,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CREDIT_BUREAU_INFORMATION.DATE_OF_DELINQUENCY,2025-06-15T22:54:01.597831
ACCOUNT_CREDIT_BUREAU_INFORMATION,CURRENT_STATUS_FLAG,account,Account field CURRENT_STATUS_FLAG in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,boolean,10,5,,"true,false,true",ACCOUNT_CREDIT_BUREAU_INFORMATION.CURRENT_STATUS_FLAG,2025-06-15T22:54:01.599487
ACCOUNT_CREDIT_BUREAU_INFORMATION,DDA_AMOUNT_PAST_DUE,account,Account financial field for monetary calculations and reporting,decimal,25,5,"numeric,non_negative","1250.50,5000.00,750.25",ACCOUNT_CREDIT_BUREAU_INFORMATION.DDA_AMOUNT_PAST_DUE,2025-06-15T22:54:01.600107
ACCOUNT_CREDIT_BUREAU_INFORMATION,BANKRUPTCY_INDICATOR,account,Account field BANKRUPTCY_INDICATOR in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,varchar,10,5,,"sample_bankruptcy_indicator_1,sample_bankruptcy_indicator_2,sample_bankruptcy_indicator_3",ACCOUNT_CREDIT_BUREAU_INFORMATION.BANKRUPTCY_INDICATOR,2025-06-15T22:54:01.600107
ACCOUNT_CREDIT_BUREAU_INFORMATION,ADT_LOAD_DATE,account,Account date field for temporal tracking and reporting,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CREDIT_BUREAU_INFORMATION.ADT_LOAD_DATE,2025-06-15T22:54:01.602523
ACCOUNT_CREDIT_BUREAU_INFORMATION,ADT_FILE_SOURCE,account,Account field ADT_FILE_SOURCE in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CREDIT_BUREAU_INFORMATION.ADT_FILE_SOURCE,2025-06-15T22:54:01.602523
ACCOUNT_CREDIT_BUREAU_INFORMATION,ADT_HASH_KEY,account,Account field ADT_HASH_KEY in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CREDIT_BUREAU_INFORMATION.ADT_HASH_KEY,2025-06-15T22:54:01.602523
ACCOUNT_CREDIT_BUREAU_INFORMATION,DBT_SCD_ID,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CREDIT_BUREAU_INFORMATION.DBT_SCD_ID,2025-06-15T22:54:01.608325
ACCOUNT_CREDIT_BUREAU_INFORMATION,DBT_UPDATED_AT,account,Account date field for temporal tracking and reporting,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CREDIT_BUREAU_INFORMATION.DBT_UPDATED_AT,2025-06-15T22:54:01.610403
ACCOUNT_CREDIT_BUREAU_INFORMATION,DBT_VALID_FROM,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CREDIT_BUREAU_INFORMATION.DBT_VALID_FROM,2025-06-15T22:54:01.611402
ACCOUNT_CREDIT_BUREAU_INFORMATION,DBT_VALID_TO,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CREDIT_BUREAU_INFORMATION.DBT_VALID_TO,2025-06-15T22:54:01.613195
ACCOUNT_CREDIT_BUREAU_INFORMATION,RECORD_SK,account,Account field RECORD_SK in ACCOUNT_CREDIT_BUREAU_INFORMATION for business operations,varchar,10,5,,"sample_record_sk_1,sample_record_sk_2,sample_record_sk_3",ACCOUNT_CREDIT_BUREAU_INFORMATION.RECORD_SK,2025-06-15T22:54:01.614661
ACCOUNT_CROSS_SELL_LAYOUT,ANB_ID,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CROSS_SELL_LAYOUT.ANB_ID,2025-06-15T22:54:01.616309
ACCOUNT_CROSS_SELL_LAYOUT,AS_OF_DATE,account,Account date field for temporal tracking and reporting,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CROSS_SELL_LAYOUT.AS_OF_DATE,2025-06-15T22:54:01.617382
ACCOUNT_CROSS_SELL_LAYOUT,ROW_NUM,account,Account field ROW_NUM in ACCOUNT_CROSS_SELL_LAYOUT for business operations,varchar,10,5,,"sample_row_num_1,sample_row_num_2,sample_row_num_3",ACCOUNT_CROSS_SELL_LAYOUT.ROW_NUM,2025-06-15T22:54:01.619147
ACCOUNT_CROSS_SELL_LAYOUT,CUSTOMER_NUMBER,account,Account field CUSTOMER_NUMBER in ACCOUNT_CROSS_SELL_LAYOUT for business operations,bigint,10,5,,"12345,67890,54321",ACCOUNT_CROSS_SELL_LAYOUT.CUSTOMER_NUMBER,2025-06-15T22:54:01.620572
ACCOUNT_CROSS_SELL_LAYOUT,NAME,account,Account name field for identification and display purposes,varchar,15,5,,"John Smith,Jane Doe,Robert Johnson",ACCOUNT_CROSS_SELL_LAYOUT.NAME,2025-06-15T22:54:01.622021
ACCOUNT_CROSS_SELL_LAYOUT,SERVICE_ID,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CROSS_SELL_LAYOUT.SERVICE_ID,2025-06-15T22:54:01.623114
ACCOUNT_CROSS_SELL_LAYOUT,SERVICE_NAME,account,Account name field for identification and display purposes,varchar,15,5,,"John Smith,Jane Doe,Robert Johnson",ACCOUNT_CROSS_SELL_LAYOUT.SERVICE_NAME,2025-06-15T22:54:01.624637
ACCOUNT_CROSS_SELL_LAYOUT,IDR,account,Account identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CROSS_SELL_LAYOUT.IDR,2025-06-15T22:54:01.626434
ACCOUNT_CROSS_SELL_LAYOUT,ADT_LOAD_DATE,account,Account date field for temporal tracking and reporting,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CROSS_SELL_LAYOUT.ADT_LOAD_DATE,2025-06-15T22:54:01.627529
ACCOUNT_CROSS_SELL_LAYOUT,ADT_FILE_SOURCE,account,Account field ADT_FILE_SOURCE in ACCOUNT_CROSS_SELL_LAYOUT for business operations,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CROSS_SELL_LAYOUT.ADT_FILE_SOURCE,2025-06-15T22:54:01.629257
ACCOUNT_CROSS_SELL_LAYOUT,ADT_HASH_KEY,account,Account field ADT_HASH_KEY in ACCOUNT_CROSS_SELL_LAYOUT for business operations,date,10,5,,"2023-01-15,2023-06-30,2023-12-31",ACCOUNT_CROSS_SELL_LAYOUT.ADT_HASH_KEY,2025-06-15T22:54:01.630906
ACCOUNT_CROSS_SELL_LAYOUT,RECORD_SK,account,Account field RECORD_SK in ACCOUNT_CROSS_SELL_LAYOUT for business operations,varchar,10,5,,"sample_record_sk_1,sample_record_sk_2,sample_record_sk_3",ACCOUNT_CROSS_SELL_LAYOUT.RECORD_SK,2025-06-15T22:54:01.632544
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,ANB_ID,customer,Customer identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.ANB_ID,2025-06-15T22:54:01.633978
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,ANB_BAKERHILL_CUSTOMER_ID,customer,Customer identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.ANB_BAKERHILL_CUSTOMER_ID,2025-06-15T22:54:01.634770
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,ANB_CUSTOMER_ID,customer,Customer identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.ANB_CUSTOMER_ID,2025-06-15T22:54:01.636368
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,COMPANY,customer,Customer field COMPANY in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_company_1,sample_company_2,sample_company_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.COMPANY,2025-06-15T22:54:01.637931
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,CITY,customer,Customer field CITY in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_city_1,sample_city_2,sample_city_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.CITY,2025-06-15T22:54:01.639019
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,STATE,customer,Customer field STATE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_state_1,sample_state_2,sample_state_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.STATE,2025-06-15T22:54:01.640754
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,DEC_DEPOSITS,customer,Customer field DEC_DEPOSITS in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_dec_deposits_1,sample_dec_deposits_2,sample_dec_deposits_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.DEC_DEPOSITS,2025-06-15T22:54:01.642461
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,DISTANCE_TO_LEAD_BRANCH,customer,Customer field DISTANCE_TO_LEAD_BRANCH in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_distance_to_lead_branch_1,sample_distance_to_lead_branch_2,sample_distance_to_lead_branch_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.DISTANCE_TO_LEAD_BRANCH,2025-06-15T22:54:01.643675
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,DISTANCE_TO_NEAREST_BRANCH,customer,Customer field DISTANCE_TO_NEAREST_BRANCH in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_distance_to_nearest_branch_1,sample_distance_to_nearest_branch_2,sample_distance_to_nearest_branch_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.DISTANCE_TO_NEAREST_BRANCH,2025-06-15T22:54:01.645161
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,HOUSE_HOLD_ID,customer,Customer identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.HOUSE_HOLD_ID,2025-06-15T22:54:01.646766
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,DEC_LOANS,customer,Customer field DEC_LOANS in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_dec_loans_1,sample_dec_loans_2,sample_dec_loans_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.DEC_LOANS,2025-06-15T22:54:01.647883
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,DEC_TOTAL_PROFIT,customer,Customer field DEC_TOTAL_PROFIT in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_dec_total_profit_1,sample_dec_total_profit_2,sample_dec_total_profit_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.DEC_TOTAL_PROFIT,2025-06-15T22:54:01.649514
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,LATITUDE,customer,Customer field LATITUDE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_latitude_1,sample_latitude_2,sample_latitude_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.LATITUDE,2025-06-15T22:54:01.651153
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,LONGITUDE,customer,Customer field LONGITUDE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_longitude_1,sample_longitude_2,sample_longitude_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.LONGITUDE,2025-06-15T22:54:01.651153
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,ANB_OFFICER_ID,customer,Customer identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.ANB_OFFICER_ID,2025-06-15T22:54:01.651153
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,TOTAL_PROFIT,customer,Customer field TOTAL_PROFIT in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_total_profit_1,sample_total_profit_2,sample_total_profit_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.TOTAL_PROFIT,2025-06-15T22:54:01.651153
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,ADDRESS1,customer,Customer field ADDRESS1 in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_address1_1,sample_address1_2,sample_address1_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.ADDRESS1,2025-06-15T22:54:01.651153
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,ADDRESS2,customer,Customer field ADDRESS2 in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_address2_1,sample_address2_2,sample_address2_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.ADDRESS2,2025-06-15T22:54:01.659374
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AE_TOTAL_PROFIT,customer,Customer field AE_TOTAL_PROFIT in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_ae_total_profit_1,sample_ae_total_profit_2,sample_ae_total_profit_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AE_TOTAL_PROFIT,2025-06-15T22:54:01.660625
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE,customer,Customer field AGE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age_1,sample_age_2,sample_age_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE,2025-06-15T22:54:01.662623
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE_1,customer,Customer field AGE_1 in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age_1_1,sample_age_1_2,sample_age_1_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE_1,2025-06-15T22:54:01.663944
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE0_2FEMA,customer,Customer field AGE0_2FEMA in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age0_2fema_1,sample_age0_2fema_2,sample_age0_2fema_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE0_2FEMA,2025-06-15T22:54:01.665864
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE0_2MALE,customer,Customer field AGE0_2MALE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age0_2male_1,sample_age0_2male_2,sample_age0_2male_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE0_2MALE,2025-06-15T22:54:01.667476
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE0_UNKNO,customer,Customer field AGE0_UNKNO in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age0_unkno_1,sample_age0_unkno_2,sample_age0_unkno_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE0_UNKNO,2025-06-15T22:54:01.668566
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE11_15FE,customer,Customer field AGE11_15FE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age11_15fe_1,sample_age11_15fe_2,sample_age11_15fe_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE11_15FE,2025-06-15T22:54:01.670218
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE11_15MA,customer,Customer field AGE11_15MA in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age11_15ma_1,sample_age11_15ma_2,sample_age11_15ma_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE11_15MA,2025-06-15T22:54:01.671332
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE11_15UN,customer,Customer field AGE11_15UN in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age11_15un_1,sample_age11_15un_2,sample_age11_15un_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE11_15UN,2025-06-15T22:54:01.672953
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE16_17FE,customer,Customer field AGE16_17FE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age16_17fe_1,sample_age16_17fe_2,sample_age16_17fe_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE16_17FE,2025-06-15T22:54:01.674576
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE16_17MA,customer,Customer field AGE16_17MA in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age16_17ma_1,sample_age16_17ma_2,sample_age16_17ma_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE16_17MA,2025-06-15T22:54:01.676165
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE16_17UN,customer,Customer field AGE16_17UN in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age16_17un_1,sample_age16_17un_2,sample_age16_17un_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE16_17UN,2025-06-15T22:54:01.678160
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE3_5FEMA,customer,Customer field AGE3_5FEMA in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age3_5fema_1,sample_age3_5fema_2,sample_age3_5fema_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE3_5FEMA,2025-06-15T22:54:01.679276
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE3_5MALE,customer,Customer field AGE3_5MALE in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age3_5male_1,sample_age3_5male_2,sample_age3_5male_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE3_5MALE,2025-06-15T22:54:01.680926
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE3_5UNKN,customer,Customer field AGE3_5UNKN in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age3_5unkn_1,sample_age3_5unkn_2,sample_age3_5unkn_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE3_5UNKN,2025-06-15T22:54:01.682617
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE6_10FEM,customer,Customer field AGE6_10FEM in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age6_10fem_1,sample_age6_10fem_2,sample_age6_10fem_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE6_10FEM,2025-06-15T22:54:01.683708
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE6_10MAL,customer,Customer field AGE6_10MAL in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age6_10mal_1,sample_age6_10mal_2,sample_age6_10mal_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE6_10MAL,2025-06-15T22:54:01.684232
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,AGE6_10UNK,customer,Customer field AGE6_10UNK in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_age6_10unk_1,sample_age6_10unk_2,sample_age6_10unk_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.AGE6_10UNK,2025-06-15T22:54:01.686176
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,ANB_BRANCH_DETAIL_ID,customer,Customer identifier field for system linking and relationship management,bigint,20,5,"not_null,unique","1001234567,2001234568,3001234569",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.ANB_BRANCH_DETAIL_ID,2025-06-15T22:54:01.687799
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,BUSINESS_RETAIL_FLAG,customer,Customer field BUSINESS_RETAIL_FLAG in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,boolean,10,5,,"true,false,true",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.BUSINESS_RETAIL_FLAG,2025-06-15T22:54:01.687799
ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT,CARD_BANK,customer,Customer field CARD_BANK in ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT for business operations,varchar,10,5,,"sample_card_bank_1,sample_card_bank_2,sample_card_bank_3",ACCOUNT_CUSTOMER_DEMOGRAPHY_AND_PROFIT.CARD_BANK,2025-06-15T22:54:01.689810
