,target_table,target_column,source_table,source_column,domain,confidence,confidence_level,validation_method,reasoning,candidates_found,uuid_hash,processed_at
617,ACCOUNT_LOAN_ACCOUNT,ORG_FEES_PREVIOUS_YEAR,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,cd75e8f71742e9feae7b69f4bd17dcdf,2025-06-15T18:18:59.861972
618,ACCOUNT_LOAN_ACCOUNT,TIMES_RENEWED_LAST_YEAR,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,93ce1d379463a4852a00c58b60ca6275,2025-06-15T18:18:59.940460
619,ACCOUNT_LOAN_ACCOUNT,INTREST_PAID_LIFE_TO_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d4542fb882dcceacef8da4622267a4a2,2025-06-15T18:19:00.019699
620,ACCOUNT_LOAN_ACCOUNT,NO_OF_PAYMENTS_EXTENDED_LTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,0df3dcf688624638db74cba250bafba1,2025-06-15T18:19:00.098514
621,ACCOUNT_LOAN_ACCOUNT,RIGHT_TO_CURES_LTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d34428f3c24792883b566412fc0c561a,2025-06-15T18:19:00.175010
622,ACCOUNT_LOAN_ACCOUNT,MONTHS_EXTENDED_LTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,fc1b5658b031f5caf2fa03af7dc3c083,2025-06-15T18:19:00.246638
623,ACCOUNT_LOAN_ACCOUNT,EXTENSION_FEES_LTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,4a282c3425da90f0105bf3a60ff12be4,2025-06-15T18:19:00.315540
624,ACCOUNT_LOAN_ACCOUNT,TIMES_RENEWED_LTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,9d4dd2adc53bb4a9dba8dd1dc6271336,2025-06-15T18:19:00.391324
625,ACCOUNT_LOAN_ACCOUNT,IRS_INTEREST_LTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6316345c42b7c3a6ae858e1257c287ad,2025-06-15T18:19:00.473653
626,ACCOUNT_LOAN_ACCOUNT,ORIGINAL_FEES_LIFE_TO_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,ea4dce3546fabb67be58de7a113c205e,2025-06-15T18:19:00.563581
627,ACCOUNT_LOAN_ACCOUNT,NO_OF_EXTENSION_LIFE_TO_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d01ed6a7bcf218080305ffb9aea335ee,2025-06-15T18:19:00.636592
628,ACCOUNT_LOAN_ACCOUNT,NO_OF_DELIN_QUARTER_4,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,a143e61846512c1e6e7e3274949b57df,2025-06-15T18:19:00.720459
629,ACCOUNT_LOAN_ACCOUNT,NO_OF_DELIN_QUARTER_3,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,7dde6e61dc405a6c3a8461909a68fedb,2025-06-15T18:19:00.794544
630,ACCOUNT_LOAN_ACCOUNT,NO_OF_DELIN_QUARTER_2,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6e2b54a414b0239286a8bacef64db652,2025-06-15T18:19:00.872359
631,ACCOUNT_LOAN_ACCOUNT,NO_OF_DELIN_CURRENT_QUARTER,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,5bbd6c898832249d6b1bf22187cfe53f,2025-06-15T18:19:00.948514
632,ACCOUNT_LOAN_ACCOUNT,QUARTERLY_AGGREGATE_QUERY_BALANCE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,77ab9aeae71262442faeca5ef05afc19,2025-06-15T18:19:01.025851
633,ACCOUNT_LOAN_ACCOUNT,PARTICIPATION_CODE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,bbb397be900186040cb0b4ad36dcf609,2025-06-15T18:19:01.098762
634,ACCOUNT_LOAN_ACCOUNT,CURRENT_MONTH_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,f94a1537ceb8f7969ef3c16dbc7266ab,2025-06-15T18:19:01.211398
635,ACCOUNT_LOAN_ACCOUNT,JANUARY_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,9eca2a1b9df6d13733300e88e594bc79,2025-06-15T18:19:01.276947
636,ACCOUNT_LOAN_ACCOUNT,FEBUARY_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,7a8201d357d1852d268d9a3a5171c4a3,2025-06-15T18:19:01.357399
637,ACCOUNT_LOAN_ACCOUNT,MARCH_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,22b3c0937f8b583945cad585677db494,2025-06-15T18:19:01.441178
638,ACCOUNT_LOAN_ACCOUNT,APRIL_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,2b0e29609b66f061edacdeaca1ed0d40,2025-06-15T18:19:01.521803
639,ACCOUNT_LOAN_ACCOUNT,MAY_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,31e7d503da621bcdbb23d78620b57633,2025-06-15T18:19:01.605241
640,ACCOUNT_LOAN_ACCOUNT,JUNE_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,b5a2cb7fcb2ce713a6c64a9df5282f1d,2025-06-15T18:19:01.688420
641,ACCOUNT_LOAN_ACCOUNT,JULY_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,2ed908bdd3ba903f3799e05ab630b89b,2025-06-15T18:19:01.757231
642,ACCOUNT_LOAN_ACCOUNT,AUGUST_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,145295a87eea4a382112a1f9549df147,2025-06-15T18:19:01.825816
643,ACCOUNT_LOAN_ACCOUNT,SEPTEMBER_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,a60bfea8d9150ea07774a663ef61c099,2025-06-15T18:19:01.898829
644,ACCOUNT_LOAN_ACCOUNT,OCTOBER_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,e1bfc7ca99d71dc203c9a3b0ecb58a75,2025-06-15T18:19:01.969767
645,ACCOUNT_LOAN_ACCOUNT,NOVEMBER_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,746c49ca089fac521275766b1d46bae5,2025-06-15T18:19:02.042543
646,ACCOUNT_LOAN_ACCOUNT,DECEMBER_DAYS_PAID_ZERO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,c2fde91e46d1f4c15850b54bebc4e1cd,2025-06-15T18:19:02.115469
647,ACCOUNT_LOAN_ACCOUNT,BEGINNING_DECL_PENALTY_BALANCE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,cdb593ecc8412f35d5e4410c8c978823,2025-06-15T18:19:02.198678
648,ACCOUNT_LOAN_ACCOUNT,INVESTOR_ALLOWABLE_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,5d93fc829de3d89e1d3a6318e866db0b,2025-06-15T18:19:02.281144
649,ACCOUNT_LOAN_ACCOUNT,LIEN_POSITION,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,2e1aea61f3325c913883ad3e8379e2d6,2025-06-15T18:19:02.363214
650,ACCOUNT_LOAN_ACCOUNT,USE_DDA_HOLD_FOR_ODP_XFER,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,892aaafde17b8af6a8eb78b7e1c684fa,2025-06-15T18:19:02.442927
651,ACCOUNT_LOAN_ACCOUNT,SPECIALTY_LENDING,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d7ce6abcfc404498e9a75e412e88c6f4,2025-06-15T18:19:02.502665
652,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_AMOUNT_1,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,29788f22b35e4f74a6828ff0547767d1,2025-06-15T18:19:02.569235
653,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_AMOUNT_2,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,2baead860632c791e7ecb64f15c80585,2025-06-15T18:19:02.646995
654,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_DATE_1,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6c1f757efb705fd61aadaec789cb390d,2025-06-15T18:19:02.721803
655,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_DATE_2,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,1520d2b34a4203ea007af3c74e1c9071,2025-06-15T18:19:02.798054
656,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_MISC_CODE_1,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,ec9994e1a772890831360dfa4532d544,2025-06-15T18:19:02.899459
657,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_MISC_CODE_2,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,b23512e63dced52d5407302f9e178e12,2025-06-15T18:19:02.971978
658,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_MISC_CODE_3,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d88213777fb5e17b1f6f2b6ac62aec29,2025-06-15T18:19:03.048554
659,ACCOUNT_LOAN_ACCOUNT,TECH_SERV_MISC_CODE_4,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,3888ba222fd85a3bb925637608689989,2025-06-15T18:19:03.119879
660,ACCOUNT_LOAN_ACCOUNT,PRIMARY_RISK_RATING,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,76c500ab549e3921fc5850b6137c0bc5,2025-06-15T18:19:03.194526
661,ACCOUNT_LOAN_ACCOUNT,RISK_RATING_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6028abd8beb4bc12b28da3b0584e53c7,2025-06-15T18:19:03.273794
662,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_1,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,71db4aeedbe4a5b3d386b956d36e25d2,2025-06-15T18:19:03.344919
663,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_1_ESTABLISHED_POSITION,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,49b4922ec07432abbdc863d631c3cb5c,2025-06-15T18:19:03.420310
664,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_2,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6feb1837021edb0b33850235370ffd17,2025-06-15T18:19:03.486602
665,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_2_PERCENT,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,242713fe8caf31a06347715e1947029d,2025-06-15T18:19:03.563974
666,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_2_AMOUNT,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6766565adb834ece78249159f41e0ef4,2025-06-15T18:19:03.642607
667,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_3,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,bd6871cdf9e58f9fe419127a81282de0,2025-06-15T18:19:03.715483
668,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_3_PERCENT,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,687956f8417067f02c9c8e03a8251548,2025-06-15T18:19:03.792842
669,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_3_AMOUNT,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,a6a4cb4c1044710265a510aaa3b17f40,2025-06-15T18:19:03.868366
670,ACCOUNT_LOAN_ACCOUNT,SPLIT_RISK_RATING_1_CALCULATED_POSITION,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,39b1e0cec131dafcbf77802d1817079e,2025-06-15T18:19:03.942577
671,ACCOUNT_LOAN_ACCOUNT,NEGATIVE_AM_ORG_BALANCE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,b1be06edba2bcadf02f959ca7ebf89d1,2025-06-15T18:19:04.022958
672,ACCOUNT_LOAN_ACCOUNT,PRINT_AUTO_PAY_MESSAGE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,c05fbac9d0b30d2e30f8e1760ed54020,2025-06-15T18:19:04.096516
673,ACCOUNT_LOAN_ACCOUNT,ESCROW_PAID_YTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,69dd78bbf6519f47df3a7c306f55557d,2025-06-15T18:19:04.190952
674,ACCOUNT_LOAN_ACCOUNT,ESCROW_PAID_LAST_YEAR,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,a51429280965808c38be3eaac0e97198,2025-06-15T18:19:04.280007
675,ACCOUNT_LOAN_ACCOUNT,PRINCIPAL_PAID_LAST_YEAR,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,a71fc8cfb8c0b39c3338d6f095e85dd5,2025-06-15T18:19:04.357315
676,ACCOUNT_LOAN_ACCOUNT,PRINCIPAL_DWELLING,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,85277b3a31dbceeff99ce2eb8f82d390,2025-06-15T18:19:04.429512
677,ACCOUNT_LOAN_ACCOUNT,ARM_NOTICE_TYPE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,52f6e3d8d392d7d80d649994502884d4,2025-06-15T18:19:04.511648
678,ACCOUNT_LOAN_ACCOUNT,DAYS_BEFORE_RATE_CHANGE_TO_SEND_INITIAL_NOTICE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,3857da504d864f475e5bbbf2187bbddf,2025-06-15T18:19:04.580308
679,ACCOUNT_LOAN_ACCOUNT,INITIAL_ARM_NOTICE_SENT,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,57cca3f821f1eb5a3183fd39d91c9f7d,2025-06-15T18:19:04.669903
680,ACCOUNT_LOAN_ACCOUNT,EARLY_INTERVENTION_NOTICE_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,2c6ea2acd099344c97defc655cb694db,2025-06-15T18:19:04.757185
681,ACCOUNT_LOAN_ACCOUNT,PRINCIPAL_PAYMENTS_MTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,8bd74275a0e91ea99ff1a078acfafda6,2025-06-15T18:19:04.823827
682,ACCOUNT_LOAN_ACCOUNT,CAPITALIZATION_DEBITS_MTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,2539f001dabbfa4cdb3ca9a2eaefed6e,2025-06-15T18:19:04.890589
683,ACCOUNT_LOAN_ACCOUNT,CAPITALIZATION_CREDITS_MTD,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,e357ad3a498695329efcbe7f439839ba,2025-06-15T18:19:04.955532
684,ACCOUNT_LOAN_ACCOUNT,ENTERED_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,b42d2cd0e479b77f5706d8a3af6eb28d,2025-06-15T18:19:05.028043
685,ACCOUNT_LOAN_ACCOUNT,COLLAT_INS_EXPIRATION,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,ef68aacea7e82d0f92d5295d6ba8893f,2025-06-15T18:19:05.100465
686,ACCOUNT_LOAN_ACCOUNT,PYMT_GOOD_THRU_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,051d79c0d8556c787f09a78d42c32dae,2025-06-15T18:19:05.176189
687,ACCOUNT_LOAN_ACCOUNT,PREVIOUS_RENEWAL_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,7e4cd3a49c7d314c9bb3ccfcbbce11bf,2025-06-15T18:19:05.255103
688,ACCOUNT_LOAN_ACCOUNT,ORIGINAL_MATURITY_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,5c2941e03d8b8c6ff6cf311d41942b8f,2025-06-15T18:19:05.330462
689,ACCOUNT_LOAN_ACCOUNT,ALTERNATE_ORIGINAL_MATURITY_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,a071311164c7e79753976b72f0d8776a,2025-06-15T18:19:05.411777
690,ACCOUNT_LOAN_ACCOUNT,RATE_REVIEW_DAY,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,3a7ff24c7a90fa56dee45d39150f1cba,2025-06-15T18:19:05.484661
691,ACCOUNT_LOAN_ACCOUNT,LAST_APPRAISAL_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,ce2bfc9bf6c397c135eb0aa6136e5b7b,2025-06-15T18:19:05.555310
692,ACCOUNT_LOAN_ACCOUNT,LAST_COUPON_ORDER_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,308f6f0f971d06177e6cc00e63ad5ce0,2025-06-15T18:19:05.633546
693,ACCOUNT_LOAN_ACCOUNT,RATE_CAP_REVIEW_DAY,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,cf1bc6145d17619ae07427feee78a1de,2025-06-15T18:19:05.710443
694,ACCOUNT_LOAN_ACCOUNT,CONVERTABLE_EXPIRATION_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,1aa69581b5c0fbc4ef9fa4eec78d98dc,2025-06-15T18:19:05.784459
695,ACCOUNT_LOAN_ACCOUNT,LAST_ACTIVITY_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,1a3c96e31730b9c77c38bc3cd43461f1,2025-06-15T18:19:05.853821
696,ACCOUNT_LOAN_ACCOUNT,FORECLOSURE_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,e1a9f2179b9ddba7c56cf5367778dca0,2025-06-15T18:19:05.924643
697,ACCOUNT_LOAN_ACCOUNT,PERMANENT_FINANCE_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,25d2ac3faffb30059a5750965690af63,2025-06-15T18:19:05.995021
698,ACCOUNT_LOAN_ACCOUNT,LOAN_CONVERSION_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,22797051d198a2abd485776be862ecc1,2025-06-15T18:19:06.064677
699,ACCOUNT_LOAN_ACCOUNT,LAST_RE_PRICED_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,574145b0c6c307ec2b2ff036ceb6640d,2025-06-15T18:19:06.137278
700,ACCOUNT_LOAN_ACCOUNT,COLLAT_INSURANSE_EXPIRATION_DATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,dfc34352684f28fcc2b09b932331e78b,2025-06-15T18:19:06.213619
701,ACCOUNT_LOAN_ACCOUNT,INTEREST_RATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,88267f26890ca0d6a0cdf0c501f16479,2025-06-15T18:19:06.285125
702,ACCOUNT_LOAN_ACCOUNT,DELINQUENT_RATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,c453f80b36baba3f1399815a6d3729e4,2025-06-15T18:19:06.355270
703,ACCOUNT_LOAN_ACCOUNT,UPFRONT_PERCENTAGE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,604181315af9293eea5c821959e6eeb0,2025-06-15T18:19:06.428458
704,ACCOUNT_LOAN_ACCOUNT,NO_OF_DAYS_FORFEIT_REBATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6ea9544ecf26787831f4caed80c2722d,2025-06-15T18:19:06.500384
705,ACCOUNT_LOAN_ACCOUNT,NO_OF_PMTS_FORFEIT_REBATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,698b6c55248ddac0c6be89449103bedc,2025-06-15T18:19:06.564334
706,ACCOUNT_LOAN_ACCOUNT,FORFEIT_UF_DLR_DISCOUNT_REBATE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,1cbddea50265c58cc5778bc201aa0963,2025-06-15T18:19:06.638633
707,ACCOUNT_LOAN_ACCOUNT,UF_REMAINDER_BANK_DEALER,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,bfdb836af288ee5ec68b756d0f5a9dbd,2025-06-15T18:19:06.728434
708,ACCOUNT_LOAN_ACCOUNT,BANK_RESERVE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,9d7c217fbdcfa4e35b24f2dc20d83539,2025-06-15T18:19:06.798738
709,ACCOUNT_LOAN_ACCOUNT,BANK_EARNINGS,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,4d493282f837c15c7e8517f065aad30c,2025-06-15T18:19:06.872782
710,ACCOUNT_LOAN_ACCOUNT,UPFRONT_EARNINGS,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,6cb54f25e8750f61bdfd7dae3cfb882d,2025-06-15T18:19:06.949655
711,ACCOUNT_LOAN_ACCOUNT,FORFEITED_EARNINGS,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,974afc32cc0e1a934c3fef37a0bc334b,2025-06-15T18:19:07.019827
712,ACCOUNT_LOAN_ACCOUNT,LOAN_TERM,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d6c00e424b1806e291819d4df99833c5,2025-06-15T18:19:07.092453
713,ACCOUNT_LOAN_ACCOUNT,INTEREST_BASE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,5e32e9bd98616d78c95c55e4032902e5,2025-06-15T18:19:07.163306
714,ACCOUNT_LOAN_ACCOUNT,IGNORE_LC_OC_POSTING_SEQ,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,3c001d2c24ee40ae53680c02c3fdf750,2025-06-15T18:19:07.240742
715,ACCOUNT_LOAN_ACCOUNT,CLASSIFICATION_TYPE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,fb15948a4604df38d10418519207aae9,2025-06-15T18:19:07.307498
716,ACCOUNT_LOAN_ACCOUNT,CREDIT_RATING_CODE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,1ca639cda3ccaccd3654b23710fd7223,2025-06-15T18:19:07.376084
717,ACCOUNT_LOAN_ACCOUNT,CENSUS_TRACT,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,ee7a9f696db48634ac763f807fc3b4b1,2025-06-15T18:19:07.449505
718,ACCOUNT_LOAN_ACCOUNT,SMSA_NUMBER,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,31855569e51845ee1b5eac5bfa25c467,2025-06-15T18:19:07.524098
719,ACCOUNT_LOAN_ACCOUNT,CRA_LOCATION,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,7d5ad7676f79a40b9bacd603dd2b521e,2025-06-15T18:19:07.598333
720,ACCOUNT_LOAN_ACCOUNT,STATE_CODE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,5111e089c82e9b61dae2b613685f5d53,2025-06-15T18:19:07.665498
721,ACCOUNT_LOAN_ACCOUNT,CRA_STATE_CODE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d1b0d261429bfc9e88a0734e0e4e43d4,2025-06-15T18:19:07.733494
722,ACCOUNT_LOAN_ACCOUNT,COUNTY_CODE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,ee6fa3cb81c7455abf11a09387046a91,2025-06-15T18:19:07.802994
723,ACCOUNT_LOAN_ACCOUNT,VEHICLE_ID_NUMBER,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,27973503c0130f9ea39b9f843a81b83e,2025-06-15T18:19:07.874061
724,ACCOUNT_LOAN_ACCOUNT,SPECIAL_MESSAGE_FLAG,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,fe911d40cdb34b68be4f34e55d65365f,2025-06-15T18:19:07.948497
725,ACCOUNT_LOAN_ACCOUNT,RENEWED_EXTENDED_THIS_MONTH_FLAG,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,5de1eb9e401ba238477565421c7c8ee4,2025-06-15T18:19:08.022980
726,ACCOUNT_LOAN_ACCOUNT,USER_CODE_NUMBER_1,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,856f79e977f7640deaff25fa22ff8810,2025-06-15T18:19:08.098837
727,ACCOUNT_LOAN_ACCOUNT,USER_CODE_NUMBER_2,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,c48d5155f21b3a3efa061c97a489d330,2025-06-15T18:19:08.183070
728,ACCOUNT_LOAN_ACCOUNT,ESCROW_MORTGAGE_INFO,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,d301510afc847994dd90ac75d4fdeac4,2025-06-15T18:19:08.263329
729,ACCOUNT_LOAN_ACCOUNT,CLOSE_ON_ZERO_BAL_CODE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,4b470ecbf643d9e1cab6d0b3fef245ff,2025-06-15T18:19:08.326632
730,ACCOUNT_LOAN_ACCOUNT,PRINT_COUPON_BOOK_FLAG,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,f843b931bf02291a43948283f59d78d1,2025-06-15T18:19:08.395289
731,ACCOUNT_LOAN_ACCOUNT,COUPON_BOOK_TERM,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,46cecf3e687fe2aa8d2f40d84630bb00,2025-06-15T18:19:08.478028
732,ACCOUNT_LOAN_ACCOUNT,ARM_INFO_CODE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,b41f888457fbd6e5c00fe7271583d57d,2025-06-15T18:19:08.555393
733,ACCOUNT_LOAN_ACCOUNT,ALM_TYPE,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,19ca5f8a6a632b2f3ebc464fddfffc4b,2025-06-15T18:19:08.631065
734,ACCOUNT_LOAN_ACCOUNT,PARTICIPATION_PERCENT,NO_MATCH,NO_MATCH,accounts,0,none,no_candidates,No candidates found,0,5bc46afee74dc37c48d8de602562c0ff,2025-06-15T18:19:08.706088
